id;first_name;last_name;email;gender;date;time_in_site;num_pages;browser;num_clicks;  cart_value  ;conversion
51f127ae-8118-4dc2-a5f1-37abb27719ac;Abdullah;Acosta;Abdull.ACOST7390@hushmail.com;m;02/01/2017 3:31;13;6;CHROME;17; $15,28 ;0
a0f7492f-fa2b-4e0e-bf04-d996aaf9a2f9;Kelvin;Valencia;Kelv.VALE4545@mail2web.com;m;12/01/2017 6:07;513;8;CHROME;7; $124,52 ;0
e3f81eea-fe8f-4c02-a93d-1f973d01732c;Israel;Mcmillan;Israel.MCMI5165@mail2web.com;f;02/01/2017 9:59;619;5;CHROME;51; $188,65 ;0
4d747209-e33b-442c-bcd6-e6c71e3fb878;Brylee;Finch;Bryle.FINC2760@live.com;m;05/01/2017 8:27;1936;6;UNKNOWN;248; $137,50 ;1
b34d0f68-12bc-426f-ae06-1365bdea20ee;Danika;Taylor;Danik.TAYLOR5223@mail2web.com;m;22/01/2017 2:31;60;11;UNKNOWN;71; $0,13 ;0
e0bca5a7-8e11-4b1c-b746-4dcdd4b0f4d6;Aron;Buckner;Aro.BUCK2242@yahoo.com;m;01/02/2017 5:54;906;8;FIREFOX;63; $79,82 ;1
a2c34c05-09c8-4705-99a9-eea593c376e4;Caitlin;Estrada;Cait.ESTRADA4478@live.com;m;26/01/2017 12:49;658;12;CHROME;68; $149,55 ;1
c8f0b3a6-cd86-4d20-a450-32e909ead605;Milania;Morris;Milania.MOR8370@gmail.com;f;06/01/2017 6:27;172;55;FIREFOX;83; $96,41 ;1
07cf5111-6b30-45e6-a4c2-19b6c451f040;Bria;Buckley;Bri.BUCKL9731@mail2web.com;f;30/01/2017 4:25;1032;19;CHROME;13; $247,37 ;0
43d1fa72-e72d-4d5d-b994-4afc8a70b7b4;Janiya;Allison;Janiya.ALLISON9343@gmail.com;f;30/01/2017 12:46;604;5;CHROME;115; $51,79 ;1
f3e4bb7f-6185-4ac9-b390-b24f326baade;Kyndal;Carey;Kyndal.CAR7984@yahoo.com;m;31/01/2017 11:40;296;2;UNKNOWN;25; $13,32 ;0
bbaa2c1d-2c5c-43f4-9d50-4c5fef8cbf29;Cheyenne;Scott;Cheye.SC7170@live.com;f;21/01/2017 12:01;265;0;CHROME;30;  $83,81  ;1
1d8f5f8b-3c78-4123-9180-dbe661dac3ca;Kamille;Leonard;Kamill.LEON4979@live.com;m;04/01/2017 11:57;1599;32;UNKNOWN;78; $21,73 ;1
3b844eb2-5037-43cd-9fde-a597f8c5f16f;Paxton;Mason;Paxton.MASON2035@mail2web.com;f;26/01/2017 1:57;916;3;FIREFOX;90; $176,19 ;0
186c7abd-f3dc-4926-9ef4-bed5a9fce793;Tanner;Duke;Tann.DUK9943@gmail.com;m;03/01/2017 4:36;152;1;EXPLORER;14; $91,42 ;0
6cb5d4cb-1df5-46d9-b6cb-0eaa803b8d7f;Brice;Mayo;Bric.MA3714@yahoo.com;m;14/01/2017 1:57;405;3;FIREFOX;78; $154,01 ;1
566a04c5-b4cf-45f5-a5df-8fcec854637d;Branden;Estrada;Bran.ESTRA2825@hushmail.com;f;08/01/2017 10:26;377;13;UNKNOWN;28; $136,87 ;1
bed4dc14-f81e-4daf-8eff-c736357bfabc;Hamza;Cortez;Hamz.CORTE6280@live.com;f;06/01/2017 2:05;732;5;CHROME;44; $135,79 ;1
b8e131b9-0442-4e6b-849c-780260f0e419;Neveah;Turner;Nevea.TURNER9398@gmail.com;m;25/01/2017 11:17;1665;14;CHROME;64; $88,65 ;0
c2e75e83-aff0-4453-be14-a407eea43138;Houston;Wiggins;Hou.WIG9918@hushmail.com;f;09/01/2017 1:05;287;9;CHROME;54; $31,13 ;1
dfbc0c12-f735-4cd0-9786-24a7ffe6d888;Nelson;Woodward;Nels.WOODW5197@mail2web.com;m;27/01/2017 2:15;80;15;UNKNOWN;25; $10,79 ;0
f3e044d1-c5b9-41fe-8548-9b1a628f69c3;Kaelynn;Spence;Kael.SPENC9645@mail2web.com;m;15/01/2017 7:26;438;17;EXPLORER;29; $251,36 ;0
4df9b785-e193-4185-bf24-0c2e5ad7ddae;Milania;Moss;Milania.MOSS4893@live.com;f;27/01/2017 1:10;257;12;FIREFOX;22; $120,74 ;1
25c6b7c1-d3b7-4b4a-a04b-04108aabe9b1;Esperanza;Workman;Esper.WORKMA8211@gmail.com;m;20/01/2017 1:35;3368;27;CHROME;604; $366,12 ;0
7cd80c2c-535f-4b84-8367-a3d871a91635;Kolton;Bradford;Kolt.BRAD9132@hushmail.com;m;05/01/2017 2:51;509;8;UNKNOWN;8; $16,34 ;1
cf3cbca6-6e92-4b81-b7ef-a4d6ba5deaac;Darius;Morgan;Dariu.MORG6016@gmail.com;f;05/01/2017 10:09;9469;27;UNKNOWN;120; $7,37 ;0
2095e25e-afcf-4d38-941b-d00b4c59c896;Aleena;Boyer;Aleena.BOYE4251@mail2web.com;m;27/01/2017 8:11;1061;10;CHROME;149; $268,40 ;0
d51f57e0-f698-4a44-ada4-bea757b6c307;Adonis;Wilkinson;Adonis.WILKINS5669@live.com;m;10/01/2017 8:48;304;23;UNKNOWN;88; $60,60 ;1
54bb69b7-53b5-4170-8105-e35065b9c652;Matias;Willis;Matias.WILLIS1103@yahoo.com;f;01/02/2017 3:54;65;9;FIREFOX;67; $20,43 ;0
1589406a-c8e5-4262-8d72-e2607fe9b761;Hendrix;Brock;Hen.BRO5868@yahoo.com;m;21/01/2017 3:06;895;14;CHROME;154; $196,46 ;0
efb5c87c-1bdb-43ff-8dee-9447d8ecbba3;Cortez;Adkins;Cor.ADKIN2515@yahoo.com;m;08/01/2017 9:01;313;7;CHROME;9; $56,49 ;0
2f2ee0e2-d2f3-4f96-82e9-0ad162aa8c0a;Diamond;Gallegos;Dia.GALL1839@live.com;m;13/01/2017 6:34;366;26;FIREFOX;10; $66,90 ;1
38fff4ee-cf43-4218-ab2b-34660dd5f1d4;Zackery;Odonnell;Zack.ODONNELL6545@mail2web.com;m;23/01/2017 3:19;907;5;CHROME;93; $261,77 ;0
1df516b3-dd2b-48d5-9d11-f4d8c61b13e5;Rayna;Garcia;Ray.GARCIA8429@gmail.com;m;07/01/2017 11:06;57;2;EXPLORER;35; $29,88 ;1
62ebba68-9313-4140-9d40-e9ae69d4dad1;Jesse;Guzman;Jesse.GUZMAN4886@gmail.com;m;12/01/2017 6:35;767;1;EXPLORER;51; $179,19 ;0
a98dc5be-9332-4fb4-8ea6-0e2166e2d051;Bryleigh;Preston;Bryleigh.PREST9266@yahoo.com;f;02/01/2017 7:52;690;22;UNKNOWN;47; $5,97 ;0
5f07d145-ca5b-4e38-85db-172b90d1b56c;Justus;Small;Justu.SM8474@live.com;m;11/01/2017 4:20;57;6;UNKNOWN;5; $21,94 ;0
86d402c0-92bd-4ac2-9527-b6fbfee5faaf;Journey;Nguyen;Journe.NGUYEN3571@mail2web.com;m;09/01/2017 5:39;213;5;FIREFOX;6; $11,15 ;0
e14f0b8a-b5ae-49b6-8948-9c52c6f48947;Gavyn;Welch;Ga.WE7080@yahoo.com;f;13/01/2017 8:48;181;9;CHROME;63; $65,91 ;0
91bf16e9-d6ef-455d-8884-25be41805f7c;Alvin;Cantrell;Alv.CANTREL9255@gmail.com;m;03/01/2017 5:10;2343;62;CHROME;303; $218,10 ;0
89624be4-f98c-4a4f-986f-9d01070f755b;Halle;Ochoa;Hal.OCH2744@hushmail.com;f;09/01/2017 9:00;264;19;FIREFOX;45; $49,21 ;1
e3c529ac-42dd-4e1b-800a-f5882f77c7e4;Gwyneth;Macias;Gwynet.MAC6273@yahoo.com;f;25/01/2017 10:59;412;11;CHROME;88; $116,31 ;0
096d7769-3d75-4232-9c3d-40f6add8106e;Blakely;Dejesus;Blakely.DEJES7286@yahoo.com;f;26/01/2017 2:57;33;8;UNKNOWN;16; $18,86 ;0
86516614-db8f-4ba9-837a-e9bcda91f154;Bruno;Alvarez;Bru.ALVAR9854@gmail.com;m;11/01/2017 12:41;109;18;EXPLORER;35; $5,92 ;0
fb7b309d-57db-4394-913b-0160259aa548;Jadiel;Huff;Jad.HU5657@mail2web.com;f;21/01/2017 3:10;159;3;EXPLORER;22; $49,00 ;0
164e7451-c0ee-4ef8-8130-cf680ae943e0;Lennox;Bauer;Lenno.BAUER5956@gmail.com;m;07/01/2017 8:48;127;17;CHROME;47; $82,17 ;1
a56a9903-2427-47db-bb73-c0a69993cb0a;Rebekah;Short;Rebeka.SHORT4307@mail2web.com;f;25/01/2017 4:54;1688;30;CHROME;134; $147,20 ;1
b78f6ab3-91a0-4359-ad56-f6bb095182d8;Raven;Rose;Rave.ROSE3735@hushmail.com;m;18/01/2017 6:15;441;0;UNKNOWN;18;  $5,99  ;0
c89e9187-b878-497d-ab44-01ad4204f2f7;Angie;Brady;Angi.BRA7657@hushmail.com;m;30/01/2017 1:04;13;6;UNKNOWN;13; $6,14 ;0
57cfe822-31bd-45e2-89bc-57160628d8e1;Roger;Bradley;Ro.BRADLEY9920@hushmail.com;f;30/01/2017 5:50;1280;39;CHROME;163; $260,47 ;0
0f9f3a44-c6bb-479a-8444-522ce94af212;Kylie;Watson;Ky.WAT4412@live.com;f;27/01/2017 6:10;847;9;EXPLORER;13; $139,74 ;0
e1aa696b-1a0d-4e24-a5c3-e88758e1c116;Ryann;Farley;Rya.FAR4746@gmail.com;f;19/01/2017 1:17;1048;82;CHROME;420; $110,59 ;1
2f14f4d2-a6af-4573-b6f9-546340f7e5ca;Jonathan;Abbott;Jonat.ABBOTT3318@gmail.com;m;01/02/2017 2:05;2095;84;EXPLORER;287; $277,38 ;0
15b7db87-abb8-4e00-9395-76d74cb5850f;Ryder;Rocha;Ryder.RO1627@hushmail.com;m;26/01/2017 11:16;348;25;EXPLORER;7; $71,03 ;1
b9726f9e-539c-4f90-8c61-625447c247da;Raina;Mcknight;Rain.MCKN6721@hushmail.com;m;14/01/2017 8:41;900;4;EXPLORER;7; $233,24 ;0
53f092fb-5209-4533-a2bb-96d8f58ef220;Dallas;Dodson;Dal.DOD8991@mail2web.com;m;26/01/2017 9:07;292;9;CHROME;45; $10,09 ;0
a8a71bb1-6ca8-402d-9266-38325ceec057;Prince;Caldwell;Prince.CALDW1792@live.com;f;01/02/2017 9:23;235;1;CHROME;25; $72,70 ;1
707ece8c-8d73-48a7-893e-91465faf5ac9;Terrell;Bradshaw;Terr.BRADSHA6482@mail2web.com;m;09/01/2017 4:10;1195;37;CHROME;237; $201,84 ;1
1b828081-21be-4c18-8bfb-61948d5dc2da;Karen;Robinson;Karen.ROBINSON5283@yahoo.com;m;19/01/2017 4:18;211;0;FIREFOX;39;  $24,42  ;0
aa226e8b-be8c-474f-9513-631918fd5a95;Francesca;Sexton;Frances.SEX6884@gmail.com;f;24/01/2017 2:03;1277;41;CHROME;155; $10,96 ;0
36f9ce6f-7553-46d7-8a64-9cfb05b0c28e;David;Alford;Da.ALFOR9515@hushmail.com;m;19/01/2017 3:31;80;4;CHROME;131; $14,29 ;0
83428f3e-4eb1-424e-95b1-beb99a7dbe4a;Naomi;Nguyen;Naom.NGUYEN1371@mail2web.com;f;29/01/2017 9:10;653;9;FIREFOX;40; $235,49 ;0
7d8e224e-7457-4f56-aa13-c164ffc91fbf;Issac;Barton;Issa.BARTO8509@hushmail.com;f;14/01/2017 8:07;394;8;CHROME;19; $133,02 ;0
69d16735-6c4c-448a-9ccf-3ba7fc9845e3;Heaven;Stewart;Heaven.STEWAR2782@live.com;f;13/01/2017 10:22;798;2;EXPLORER;17; $234,87 ;0
14b3d51b-3a7b-430a-8c00-8d5df82ffbdf;Wesley;Miranda;Wesley.MIRAND3954@yahoo.com;f;02/01/2017 12:14;703;3;FIREFOX;13; $175,10 ;1
c031ce31-b5fd-4b60-bf01-903fddde6690;Catherine;Mcpherson;Cath.MCPHERSON3220@gmail.com;m;01/01/2017 10:01;747;7;FIREFOX;6; $146,93 ;0
96eaf8e3-e51b-4ebf-af4c-f9414695c6ab;Julianna;Lester;Juli.LEST2503@hushmail.com;m;10/01/2017 6:06;76;9;FIREFOX;6; $126,57 ;1
42f059f0-5500-4824-b86d-0eefd7529cf8;Ella;Hartman;Ella.HARTMAN5803@yahoo.com;f;22/01/2017 6:15;62;43;EXPLORER;6; $0,10 ;0
4711cec9-8751-4927-ac19-d520e350b7b7;Ember;Summers;Emb.SUM1405@yahoo.com;m;19/01/2017 3:28;1401;43;FIREFOX;156; $252,15 ;1
f0776209-013a-45a4-b485-c3b800f8bea0;Conner;Watkins;Conn.WATKIN9392@live.com;f;24/01/2017 6:09;209;4;UNKNOWN;86; $21,48 ;0
305e2847-eaec-4116-914d-2b89ab9331e4;Barrett;Hartman;Barre.HAR6992@hushmail.com;m;10/01/2017 2:50;148;12;EXPLORER;27; $130,19 ;1
b64a9689-39d8-4f9d-8a01-894fca82c5dc;Aron;Yang;Ar.YAN2598@live.com;m;14/01/2017 9:05;4208;9;CHROME;426; $442,71 ;0
032c3559-f675-484b-a3f8-c54fe6721b6f;Jaliyah;Tucker;Jali.TUCKE5701@mail2web.com;m;02/01/2017 2:33;528;10;CHROME;98; $104,90 ;0
956e139a-3e11-4e6d-8ed8-df94a466a748;Ryland;Bowman;Ryla.BOW5929@mail2web.com;m;04/01/2017 9:40;1234;8;CHROME;19; $252,07 ;0
ae20e530-c3ea-461c-b0f1-6ac211b47c91;Averie;Beasley;Ave.BEA7978@live.com;f;09/01/2017 10:41;745;9;FIREFOX;42; $113,93 ;0
458815cc-434d-494e-ae63-9745355e680d;Houston;Villarreal;Houst.VILLARREA3071@mail2web.com;f;26/01/2017 4:44;580;2;UNKNOWN;24; $1,22 ;0
38ada940-382c-4a61-b49d-40e77976bf25;Justice;Greer;Justi.GRE7232@yahoo.com;m;01/02/2017 1:10;33;12;EXPLORER;56; $13,62 ;0
23688c6a-d654-43cb-84c3-c4ea1a57c9ff;Sean;Hicks;Sea.HI2461@gmail.com;m;12/01/2017 5:22;843;16;CHROME;49; $158,42 ;0
7d331998-7d8a-4fd0-9d93-1a4f268ebd3e;Danielle;William;Danielle.WILLIA8194@hushmail.com;m;06/01/2017 12:32;1242;9;FIREFOX;75; $262,04 ;0
692581f1-d406-4348-8ff7-8b659d6aeb36;Yamilet;Kaufman;Yam.KAUF8482@gmail.com;m;14/01/2017 8:24;97;8;CHROME;33; $64,90 ;1
adbd5357-501c-4d43-a1ed-369af8fb9326;Jocelyn;Reese;Jocely.REES2359@yahoo.com;f;09/01/2017 11:48;940;9;FIREFOX;70; $265,31 ;0
0c525f6d-352c-4ff7-9019-1ba906668d50;Warren;Cunningham;Warr.CUNNINGH9746@yahoo.com;m;12/01/2017 7:55;530;7;CHROME;120; $62,10 ;1
8c721013-a435-481c-b7dc-e5693a2c3253;Savannah;Albert;Savan.ALB8301@mail2web.com;m;05/01/2017 12:53;1534;15;CHROME;127; $200,86 ;0
9e3ba19d-cd23-48d7-8343-fa67d10d76ee;Averi;Vincent;Aver.VINCENT4835@yahoo.com;m;16/01/2017 5:59;975;12;CHROME;114; $237,07 ;1
29c5d98d-5221-4670-b930-2f680b2e424f;Branden;Bridges;Brand.BRI4462@live.com;m;05/01/2017 12:31;755;7;FIREFOX;104; $31,86 ;1
40d7d2a7-5662-443c-a698-44a4df4baec6;Jensen;Patel;Jen.PA4430@yahoo.com;f;09/01/2017 4:03;1752;21;CHROME;157; $155,94 ;0
c0999963-66ef-404c-bb16-4b6eeb8b1b3f;Julio;Daniel;Ju.DAN3866@live.com;m;11/01/2017 12:51;945;9;FIREFOX;11; $75,24 ;1
7580a450-fcd8-46b0-8828-dcd6c0bb4298;Dario;Hayes;Dari.HAY2092@live.com;f;12/01/2017 3:35;276;23;FIREFOX;34; $88,70 ;1
3cdb2210-f323-4341-866e-bc255d69384d;Brianna;Bishop;Bria.BIS5163@gmail.com;m;18/01/2017 8:33;716;5;UNKNOWN;95; $43,53 ;0
3d2a3d66-cc7d-41ca-ae48-531e3d615b12;Valentin;Bryan;Valent.BR6042@gmail.com;m;15/01/2017 6:26;290;5;CHROME;21; $173,89 ;0
52b3727d-3cfb-453f-a7a9-07192508c958;Macie;Castillo;Macie.CAST1898@live.com;f;07/01/2017 10:23;847;2;CHROME;22; $139,21 ;1
fdcd589a-e586-446d-8fc9-b0e347079e39;Sincere;Fleming;Sinc.FLEMI2850@gmail.com;m;31/01/2017 11:08;405;12;CHROME;46; $197,61 ;1
b689f2a6-2105-418b-a9b5-b323b4f9caa4;Kaitlyn;Stephens;Kaitl.STEPHENS8107@gmail.com;f;07/01/2017 12:06;173;12;UNKNOWN;58; $22,30 ;1
addba15b-8612-489d-b253-587a73633c9d;Bryleigh;Weiss;Bryl.WEI5230@hushmail.com;f;31/01/2017 3:20;868;3;CHROME;38; $207,50 ;0
8b76b716-8d29-4484-8e87-7a3b3db9a4f8;Lyla;Kelley;Lyla.KEL6333@yahoo.com;f;17/01/2017 9:44;959;4;EXPLORER;100; $217,32 ;0
f3e68934-2484-4a4c-901d-0c52ab1cc7bb;Patrick;Cash;Patr.CAS3747@yahoo.com;m;03/01/2017 3:26;342;9;UNKNOWN;39; $19,73 ;1
3999583a-b85f-4bb5-9ef1-3d5f1fa9fc4c;Leonidas;Browning;Leonidas.BROW9786@yahoo.com;m;22/01/2017 2:41;99;12;CHROME;29; $10,07 ;0
020e3ca4-22ce-43d2-a3b8-3db8c4f12ce8;Ciara;Gentry;Cia.GENTR5086@live.com;f;24/01/2017 11:57;996;3;UNKNOWN;127; $11,24 ;0
3833b032-8334-42b6-8c1e-27690e48e904;Hadley;Frye;Hadley.FRY3538@hushmail.com;m;23/01/2017 12:38;344;16;UNKNOWN;64; $13,82 ;0
1a72f9a8-c11b-4e23-ad31-92f9b9674802;Kymani;Levine;Kyma.LEV3954@mail2web.com;f;30/01/2017 10:52;751;17;CHROME;27; $228,94 ;0
c3e72d30-f120-461d-8078-82f233a770db;Marie;Robbins;Mari.ROBB4903@hushmail.com;f;15/01/2017 9:22;866;26;CHROME;67; $224,51 ;0
5ef01c8c-5ab0-4c10-9094-dcc846e05929;Daniella;Alvarez;Danie.ALV6383@mail2web.com;m;26/01/2017 2:03;284;4;CHROME;49; $153,76 ;0
a0bd67a1-6404-4403-874b-89cb93e240dc;Vance;Maddox;Vanc.MAD5380@gmail.com;f;19/01/2017 9:10;238;12;FIREFOX;25; $101,66 ;1
6abfb813-4968-4db7-82a9-d87faef9126a;Nikolas;Pickett;Nikolas.PICKE3200@gmail.com;f;10/01/2017 1:18;527;29;UNKNOWN;134; $130,64 ;0
3b1c1c1b-2a23-4c16-a05e-cd645b4b765c;Maddox;Graves;Mad.GRA5916@live.com;m;22/01/2017 5:12;1810;16;CHROME;201; $154,37 ;0
3ec7c79c-576b-4c6a-9025-356df742da05;Tyrell;Zimmerman;Tyrell.ZIMMER2128@live.com;m;02/01/2017 6:50;869;13;EXPLORER;150; $309,31 ;0
ec35c049-bc2a-4d47-b0db-621d3e977074;Augustus;Johnston;Augu.JOHNSTON8042@gmail.com;f;22/01/2017 12:46;29;22;FIREFOX;27; $56,96 ;0
91003065-e1f4-4ea9-9a3a-46d748f5d5c2;Lilyanna;Huff;Lilyann.HUF2240@mail2web.com;m;01/01/2017 2:10;516;5;FIREFOX;11; $119,77 ;0
4eecc889-75e9-4aa3-92f8-42ba55e9880b;Jaidyn;Alford;Jaidy.ALFORD2822@mail2web.com;f;08/01/2017 11:50;370;17;CHROME;20; $52,53 ;1
d63f456c-a5ed-46dc-b42e-dfd982c1f448;Mikayla;Gentry;Mik.GEN6095@yahoo.com;m;24/01/2017 12:58;117;7;FIREFOX;32; $96,38 ;1
666804a5-9fb1-4207-854b-703676bd8c34;Ariel;Barr;Ari.BA5441@mail2web.com;m;03/01/2017 7:46;173;4;EXPLORER;19; $59,14 ;1
31f8e739-dcae-423f-917c-fd4097831f75;Rylie;Mcdonald;Ryli.MCDONALD9061@hushmail.com;m;18/01/2017 10:47;577;2;CHROME;65; $109,30 ;0
45fd9d99-4fa2-4168-99d7-0254d24a5a52;Janet;Burks;Jane.BUR2306@mail2web.com;m;26/01/2017 12:13;795;20;CHROME;145; $53,51 ;1
98f5e7f8-e318-4364-b1b9-4650b4048067;Davin;Bright;Davin.BRIGH9936@hushmail.com;m;26/01/2017 1:08;3;16;CHROME;25; $13,53 ;0
bac5cd6c-cb30-4ca7-9e87-4b1f3dd37d71;Zander;Peters;Zan.PETERS6418@yahoo.com;f;31/01/2017 5:59;529;15;CHROME;10; $197,57 ;0
54e588f7-2a39-4930-828a-96cf12d31026;Adriana;Adkins;Adri.ADKINS3505@mail2web.com;m;13/01/2017 9:11;926;23;CHROME;47; $279,46 ;0
bb2338dc-e25b-433a-a850-6ef8b73d6296;Madeleine;Cooper;Madeleine.COOP7413@hushmail.com;f;31/01/2017 11:21;809;7;EXPLORER;51; $257,36 ;0
f4a8e6ef-8046-4575-ae91-9ed0da96c329;Jimena;Tillman;Jime.TILLMA5277@hushmail.com;f;14/01/2017 4:06;375;4;CHROME;35; $116,63 ;0
1e683dbd-f172-40dc-bad6-59d6d67b3d3c;Alisha;Guerra;Alisha.GUE4474@yahoo.com;f;02/01/2017 5:35;29;12;UNKNOWN;81; $11,55 ;0
79897080-0c60-4c86-b006-263c0a29aca2;Mollie;Miller;Mollie.MILLER2429@yahoo.com;m;14/01/2017 3:03;72;19;UNKNOWN;59; $13,45 ;0
6267c451-fae8-4e4b-9583-e5bac2e1d90a;Tyson;Wong;Tys.WON3302@hushmail.com;m;06/01/2017 12:10;275;5;UNKNOWN;6; $49,77 ;0
ffc7a088-9d0e-440a-b86d-234898d51278;Fernanda;Schwartz;Ferna.SCHWAR4673@yahoo.com;f;03/01/2017 11:33;52;2;EXPLORER;18; $104,19 ;0
5dd3dcf0-5402-401e-b8e1-8a12883c390c;Roger;Marks;Roger.MA2589@mail2web.com;f;29/01/2017 2:32;921;3;UNKNOWN;159; $249,96 ;0
b5eaeb70-48e5-42e7-8526-c8e53ac0b701;Avery;Schultz;Avery.SCHU5767@mail2web.com;m;24/01/2017 5:25;421;14;EXPLORER;141; $23,19 ;1
8c947934-9cb1-4a6b-bece-871869e9cfc9;Greyson;Ross;Greys.ROSS9628@live.com;f;11/01/2017 3:44;1053;24;CHROME;76; $87,22 ;1
ee94637e-f3c0-4c06-af17-304f8232a315;Liberty;Lawson;Liberty.LAWSON3163@mail2web.com;f;03/01/2017 9:41;532;27;FIREFOX;24; $208,57 ;1
5726ef38-72f1-43e0-b41b-19ed2485d397;Gerald;Davenport;Ger.DAVEN8286@hushmail.com;f;28/01/2017 6:17;306;21;EXPLORER;113; $74,48 ;1
3d78fb6e-1972-44ea-96f4-a0f483c566cf;Derrick;Reeves;Derr.REEVE7021@yahoo.com;m;24/01/2017 2:41;899;8;CHROME;159; $249,59 ;0
790adcd1-d185-4003-ae9a-4e6070180573;Cara;Erickson;Cara.ERICKS5845@yahoo.com;m;10/01/2017 6:51;683;37;EXPLORER;109; $8,94 ;0
8e6da420-cf90-4f69-8c02-8dd16e96dd85;Eddie;Knight;Ed.KNIG2347@hushmail.com;m;03/01/2017 12:55;642;16;CHROME;96; $205,52 ;1
c4e1f39f-2e13-4b38-86c0-5e8c32b27c68;Temperance;Hudson;Temperan.HUDSO3010@live.com;f;31/01/2017 11:29;980;5;CHROME;37; $232,06 ;0
ce89a6bf-3761-4155-a0fa-c14562350c59;Derek;Charles;Derek.CHARLE9198@mail2web.com;f;03/01/2017 9:43;731;9;CHROME;88; $11,69 ;0
171698f3-7be6-4cba-89c2-4a28cf5e6e52;Kathleen;Bradshaw;Kathl.BRADS9168@hushmail.com;m;20/01/2017 1:07;50;30;UNKNOWN;42; $8,77 ;0
28e071c4-ec21-4fb3-a992-02076231542f;Rolando;Buchanan;Roland.BUCHANAN2969@mail2web.com;m;21/01/2017 8:06;418;11;CHROME;11; $144,79 ;0
9c34732b-3cc6-4ab0-9cea-28ce0721e777;Tia;Farley;T.FARL1386@mail2web.com;f;12/01/2017 12:34;424;13;CHROME;16; $158,48 ;0
31984551-f4b7-4c88-b3ea-c6ac234cd716;Aryana;Torres;Aryan.TORR6725@mail2web.com;f;27/01/2017 9:00;315;19;CHROME;10; $166,86 ;0
1efcb770-e781-4cec-921f-29f04074177f;Alfred;Pickett;Alfr.PICKET7587@hushmail.com;m;07/01/2017 11:17;190;18;FIREFOX;27; $15,35 ;1
e87626a1-9fd0-401d-aff1-3209159e35d6;Phillip;Cannon;Phi.CANN8713@gmail.com;f;14/01/2017 3:39;715;4;UNKNOWN;75; $194,73 ;0
71d2f4c4-9b1b-42e4-a918-fb6657a4e8b3;Augustus;Suarez;Augustus.SUA6566@hushmail.com;m;04/01/2017 11:37;415;13;EXPLORER;21; $138,79 ;1
acfe0b1c-0e15-48cb-84fa-7ff8c9957930;Colby;Alston;Co.ALS5128@mail2web.com;f;09/01/2017 5:08;84;12;UNKNOWN;29; $29,85 ;0
1e222f85-850d-4c66-bd9a-7669ecdb4424;Rayna;Reyes;Ra.REYES5304@hushmail.com;f;26/01/2017 9:06;60;5;EXPLORER;67; $76,68 ;1
